,report_id,report_channel,customer_name,state_key,ticket_open_time,ticket_resp_time,issue_res_time,fault_type,operator,ticket_close_time,ticket_status,business_status
159,AXA-20201229-1260-HSE,CH01,Kabo,NGS008,2020-12-29 22:37:06,2020-12-29 22:37:24,2020-12-30 01:19:40,Customers End,Sola,2021-01-02 06:09:06,Completed,Closed
160,AXA-20201231-1261-HSE,CH01,Kakawa,NGS019,2020-12-31 17:22:05,2020-12-31 17:30:25,2020-12-31 21:51:29,Customers End,Sola,2021-01-02 06:42:24,Completed,Closed
161,AXA-20201231-1262-HSE,CH01,Keystone,NGS009,2020-12-31 06:55:09,2020-12-31 07:01:16,2020-12-31 07:36:42,Customers End,Atiku,2020-12-31 21:55:15,Completed,Closed
162,AXA-20201231-1263-HSE,CH01,Mav,NGS003,2020-12-31 13:28:06,2020-12-31 13:33:46,2020-12-31 17:46:07,hardware failure,Atiku,2020-12-31 14:55:12,Completed,Closed
163,AXA-20201230-1264-HSE,CH01,Mav,NGS003,2020-12-30 16:58:09,2020-12-30 17:06:15,2020-12-30 22:43:22,Customers End,Atiku,2020-12-31 07:18:05,Completed,Closed
164,AXA-20201231-1265-HSE,CH01,Mikano,NGS007,2020-12-31 07:34:03,2020-12-31 07:41:28,2020-12-31 13:05:49,Customers End,Tunde,2021-01-01 07:13:55,Completed,Closed
165,AXA-20201230-1266-HSE,CH01,Mikano,NGS007,2020-12-30 20:04:04,2020-12-30 20:05:50,2020-12-31 00:31:26,Customers End,Jennifer,2020-12-31 07:18:58,Completed,Closed
166,AXA-20201230-1267-HSE,CH01,Mikano,NGS007,2020-12-30 06:49:03,2020-12-30 06:49:31,2020-12-30 08:58:46,Customers End,Sheg,2020-12-30 07:41:05,Completed,Closed
167,AXA-20201229-1268-HSE,CH01,Mikano,NGS007,2020-12-29 19:07:03,2020-12-29 19:08:33,2020-12-29 21:27:50,Customers End,Ore,2020-12-30 07:11:11,Completed,Closed
168,AXA-20201231-1269-HSE,CH06,NDCC,NGS028,2020-12-31 10:11:31,2020-12-31 10:13:11,2020-12-31 14:32:39,Customers End,Sekina,2020-12-31 14:56:33,Completed,Closed
169,AXA-20201229-1270-HSE,CH01,NDCC,NGS028,2020-12-29 20:52:06,2020-12-29 20:57:36,2020-12-30 01:22:02,Customers End,Popoola,2020-12-30 01:00:54,Completed,Closed
170,AXA-20201231-1271-HSE,CH01,NPS,NGS016,2020-12-31 17:04:28,2020-12-31 17:09:04,2020-12-31 20:37:29,Line damage,Myers,2021-01-01 07:32:59,Completed,Closed
172,AXA-20201231-1273-HSE,CH01,NPS,NGS025,2020-12-31 04:52:06,2020-12-31 04:54:31,2020-12-31 10:08:52,Line damage,Bola,2020-12-31 21:45:27,Completed,Closed
173,AXA-20201231-1274-HSE,CH01,NPS,NGS025,2020-12-31 03:37:15,2020-12-31 03:39:56,2020-12-31 07:59:21,Line damage,Goodluck,2020-12-31 07:05:14,Completed,Closed
174,AXA-20201231-1275-HSE,CH01,NPS,NGS025,2020-12-31 01:34:10,2020-12-31 01:34:28,2020-12-31 03:11:04,Line damage,Jonathan,2020-12-31 06:57:19,Completed,Closed
175,AXA-20201231-1276-WLESS,CH01,NTAS,NGS005,2020-12-31 23:19:03,2020-12-31 23:26:38,2021-01-01 04:06:08,Customers End,Boye,2021-01-01 13:01:36,Completed,Closed
176,AXA-20201229-1277-WLESS,CH01,NTAS,NGS005,2020-12-29 23:52:04,2020-12-29 23:54:50,2020-12-30 03:11:28,Customers End,Popoola,2020-12-30 12:12:13,Completed,Closed
177,AXA-20201231-1278-WLESS,CH01,NTAS,NGS004,2020-12-31 00:22:09,2020-12-31 00:24:49,2020-12-31 05:03:37,Routine Service,Sheg,2020-12-31 21:27:31,Completed,Closed
178,AXA-20201231-1279-WLESS,CH06,NTAS,NGS016,2020-12-31 19:04:02,2020-12-31 19:14:31,2020-12-31 22:21:36,Line damage,Jonathan,2020-12-31 22:30:56,Completed,Closed
179,AXA-20201231-1280-WLESS,CH01,NTAS,NGS020,2020-12-31 05:13:08,2020-12-31 05:13:18,2020-12-31 07:45:31,Customers End,Tunde,2020-12-31 21:47:40,Completed,Closed
180,AXA-20201230-1281-WLESS,CH02,NTAS,NGS021,2020-12-30 20:35:11,2020-12-30 20:44:37,2020-12-31 01:17:39,Customers End,John,2020-12-31 21:14:16,Completed,Closed
181,AXA-20201230-1282-WLESS,CH01,NTAS,NGS009,2020-12-30 02:13:06,2020-12-30 02:19:26,2020-12-30 03:03:50,Customers End,Sekina,2020-12-30 12:46:14,Completed,Closed
182,AXA-20201229-1283-WLESS,CH02,NTAS,NGS004,2020-12-29 17:00:40,2020-12-29 17:10:11,2020-12-29 18:17:32,Line damage,Sherifat,2020-12-30 15:38:52,Completed,Closed
184,AXA-20201230-1285-WLESS,CH04,NTAS,NGS014,2020-12-30 16:32:04,2020-12-30 16:36:49,2020-12-30 17:43:09,Line damage,Bola,2020-12-30 23:48:58,Completed,Closed
187,AXA-20201230-1288-HSE,CH01,Olando,NGS029,2020-12-30 18:22:38,2020-12-30 18:32:20,2020-12-30 19:12:05,Customers End,Sherifat,2021-01-02 06:35:24,Completed,Closed
188,AXA-20201229-1289-HSE,CH01,Olando,NGS029,2020-12-29 17:22:03,2020-12-29 17:30:33,2020-12-29 17:41:51,Customers End,John,2020-12-30 14:56:04,Completed,Closed
189,AXA-20201230-1290-HSE,CH01,ROCAD,NGS005,2020-12-30 14:37:03,2020-12-30 14:46:08,2020-12-30 17:48:27,Customers End,Goodluck,2020-12-30 23:50:10,Completed,Closed
191,AXA-20201230-1292-WLESS,CH01,ROCAD,NGS001,2020-12-30 19:31:04,2020-12-30 19:32:11,2020-12-30 21:41:36,Routine Service,Jennifer,2021-01-01 00:04:06,Completed,Closed
192,AXA-20201230-1293-WLESS,CH01,ROCAD,NGS001,2020-12-30 09:31:03,2020-12-30 09:41:44,2020-12-30 11:25:52,Routine Service,Goodluck,2020-12-30 13:00:15,Completed,Closed
193,AXA-20201229-1294-WLESS,CH01,ROCAD,NGS001,2020-12-29 19:16:03,2020-12-29 19:16:12,2020-12-30 00:54:31,Routine Service,Amelia,2020-12-30 13:15:19,Completed,Closed
194,AXA-20201231-1295-WLESS,CH01,ROCAD,NGS001,2020-12-31 22:10:03,2020-12-31 22:17:11,2021-01-01 00:26:54,Routine Service,Jonathan,2021-01-01 06:20:04,Completed,Closed
195,AXA-20201231-1296-WLESS,CH01,ROCAD,NGS001,2020-12-31 18:46:03,2020-12-31 18:49:28,2020-12-31 21:56:40,Routine Service,Brenda,2021-01-01 06:20:30,Completed,Closed
196,AXA-20201230-1297-WLESS,CH01,ROCAD,NGS001,2020-12-30 21:46:03,2020-12-30 21:56:19,2020-12-30 23:39:57,Routine Service,Goodluck,2020-12-31 15:58:16,Completed,Closed
197,AXA-20201229-1298-WLESS,CH01,ROCAD,NGS001,2020-12-29 19:46:03,2020-12-29 19:46:29,2020-12-29 19:59:37,Customers End,Atiku,2020-12-30 13:11:59,Completed,Closed
199,AXA-20201230-1300-WLESS,CH01,ROCAD,NGS015,2020-12-30 15:28:04,2020-12-30 15:35:32,2020-12-30 20:47:07,Customers End,Jonathan,2020-12-31 19:57:51,Completed,Closed
200,AXA-20201229-1301-WLESS,CH01,ROCAD,NGS015,2020-12-29 19:28:03,2020-12-29 19:38:39,2020-12-29 21:46:09,Customers End,Atiku,2020-12-30 13:14:59,Completed,Closed
201,AXA-20201231-1302-WLESS,CH01,ROCAD,NGS015,2020-12-31 15:55:04,2020-12-31 16:04:47,2020-12-31 18:36:23,Customers End,Sola,2021-01-02 04:54:42,Completed,Closed
202,AXA-20201231-1303-WLESS,CH01,ROCAD,NGS015,2020-12-31 11:10:06,2020-12-31 11:14:22,2020-12-31 15:51:09,Customers End,Kola,2021-01-01 13:21:07,Completed,Closed
203,AXA-20201231-1304-WLESS,CH01,ROCAD,NGS015,2020-12-31 09:58:04,2020-12-31 10:00:38,2020-12-31 12:46:24,Routine Service,Boye,2020-12-31 22:52:32,Completed,Closed
204,AXA-20201231-1305-WLESS,CH01,ROCAD,NGS015,2020-12-31 03:19:05,2020-12-31 03:21:15,2020-12-31 06:34:43,Routine Service,Kola,2020-12-31 23:03:04,Completed,Closed
205,AXA-20201230-1306-WLESS,CH01,ROCAD,NGS015,2020-12-30 19:58:04,2020-12-30 19:59:30,2020-12-30 20:10:10,Routine Service,Bukky,2020-12-31 07:11:54,Completed,Closed
206,AXA-20201230-1307-WLESS,CH01,ROCAD,NGS015,2020-12-30 16:13:08,2020-12-30 16:20:21,2020-12-30 17:57:36,Customers End,Jonathan,2020-12-31 07:18:56,Completed,Closed
207,AXA-20201230-1308-WLESS,CH01,ROCAD,NGS015,2020-12-30 11:49:04,2020-12-30 11:56:27,2020-12-30 14:15:13,Customers End,Brenda,2020-12-30 23:55:41,Completed,Closed
208,AXA-20201229-1309-WLESS,CH01,ROCAD,NGS015,2020-12-29 13:13:03,2020-12-29 13:15:40,2020-12-29 18:41:28,Customers End,Jennifer,2020-12-29 16:46:03,Completed,Closed
209,AXA-20201231-1310-CBS,CH05,Shell,NGS030,2020-12-31 22:51:34,2020-12-31 22:59:09,2020-12-31 23:24:55,Router Failure,Brenda,2021-01-01 08:27:55,Completed,Closed
211,AXA-20201231-1312-C95,CH01,Spring,NGS027,2020-12-31 06:55:06,2020-12-31 07:03:17,2020-12-31 10:03:32,Customers End,Sekina,2021-01-01 07:14:11,Completed,Closed
212,AXA-20201231-1313-C100,CH01,Sterling,NGS003,2020-12-31 23:04:13,2020-12-31 23:14:50,2021-01-01 02:50:04,Line damage,Bukky,2021-01-02 06:29:02,Completed,Closed
213,AXA-20201231-1314-C100,CH01,Sterling,NGS003,2020-12-31 18:52:08,2020-12-31 18:54:15,2020-12-31 19:30:17,Customers End,Boye,2021-01-01 13:14:22,Completed,Closed
214,AXA-20201231-1315-WLESS,CH01,Sterling,NGS031,2020-12-31 23:58:03,2021-01-01 00:00:47,2021-01-01 05:34:24,Customers End,Fola,2021-01-01 13:02:50,Completed,Closed
215,AXA-20201231-1316-WLESS,CH01,Sterling,NGS031,2020-12-31 22:43:04,2020-12-31 22:46:33,2021-01-01 01:55:21,Customers End,Sola,2021-01-01 13:00:30,Completed,Closed
216,AXA-20201231-1317-WLESS,CH01,Sterling,NGS016,2020-12-31 17:04:04,2020-12-31 17:09:26,2020-12-31 21:26:45,Line damage,Myers,2020-12-31 22:36:09,Completed,Closed
217,AXA-20201230-1318-WLESS,CH01,Sterling,NGS020,2020-12-30 05:55:08,2020-12-30 05:57:56,2020-12-30 07:36:35,Customers End,Kachi,2020-12-30 13:04:00,Completed,Closed
218,AXA-20201229-1319-CBS,CH01,Sterling,NGS032,2020-12-29 14:04:07,2020-12-29 14:09:29,2020-12-29 18:55:17,Line damage,Myers,2020-12-29 16:50:08,Completed,Closed
220,AXA-20201230-1321-WLESS,CH01,Tidel,NGS015,2020-12-30 17:19:04,2020-12-30 17:20:35,2020-12-30 22:54:39,Routine Service,Jennifer,2021-01-01 00:08:55,Completed,Closed
221,AXA-20201229-1322-WLESS,CH01,Tidel,NGS015,2020-12-29 17:04:03,2020-12-29 17:08:18,2020-12-29 21:20:30,Customers End,Bola,2020-12-30 13:22:52,Completed,Closed
222,AXA-20201229-1323-WLESS,CH01,Tidel,NGS015,2020-12-29 15:52:04,2020-12-29 15:57:39,2020-12-29 16:58:24,Customers End,Amelia,2020-12-30 06:23:20,Completed,Closed
223,AXA-20201231-1324-CBS,CH01,Transnational,NGS031,2020-12-31 22:43:07,2020-12-31 22:49:49,2020-12-31 23:59:00,Customers End,Kola,2021-01-01 13:01:04,Completed,Closed
224,AXA-20201231-1325-WLESS,CH06,Transnational,NGS005,2020-12-31 09:47:58,2020-12-31 09:48:06,2020-12-31 12:56:33,hardware failure,Fola,2021-01-02 05:00:02,Completed,Closed
225,AXA-20201231-1326-WLESS,CH01,Transnational,NGS014,2020-12-31 17:40:03,2020-12-31 17:42:29,2020-12-31 21:48:16,Line damage,Goodluck,2020-12-31 22:32:31,Completed,Closed
226,AXA-20201231-1327-WLESS,CH01,Transnational,NGS022,2020-12-31 23:01:03,2020-12-31 23:05:26,2020-12-31 23:09:10,Customers End,Akin,2021-01-02 06:22:12,Completed,Closed
227,AXA-20201231-1328-WLESS,CH01,Transnational,NGS022,2020-12-31 10:55:04,2020-12-31 10:55:48,2020-12-31 14:09:06,Line damage,Sekina,2020-12-31 22:42:10,Completed,Closed
229,AXA-20201230-1330-WLESS,CH04,Transnational,NGS022,2020-12-30 14:34:56,2020-12-30 14:36:07,2020-12-30 18:57:45,Line damage,John,2020-12-30 23:56:09,Completed,Closed
230,AXA-20201230-1331-WLESS,CH01,Transnational,NGS022,2020-12-30 07:40:03,2020-12-30 07:40:25,2020-12-30 10:56:33,Line damage,Sheg,2020-12-30 12:08:20,Completed,Closed
231,AXA-20201231-1332-WLESS,CH01,Transnational,NGS012,2020-12-31 00:08:03,2020-12-31 00:17:27,2020-12-31 02:23:11,Customers End,Amelia,2020-12-31 21:28:10,Completed,Closed
232,AXA-20201230-1333-WLESS,CH01,Transnational,NGS012,2020-12-30 13:13:14,2020-12-30 13:13:22,2020-12-30 13:45:25,Line damage,John,2020-12-30 23:55:18,Completed,Closed
233,AXA-20201230-1334-WLESS,CH04,Transnational,NGS022,2020-12-30 18:30:50,2020-12-30 18:33:57,2020-12-30 22:48:04,Customers End,Bola,2020-12-31 22:46:09,Completed,Closed
234,AXA-20201231-1335-WLESS,CH01,Transnational,NGS033,2020-12-31 09:49:09,2020-12-31 09:59:18,2020-12-31 13:12:54,Support network failures,Bola,2020-12-31 22:21:27,Completed,Closed
235,AXA-20201231-1336-WLESS,CH01,Transnational,NGS033,2020-12-31 00:52:07,2020-12-31 00:52:15,2020-12-31 04:56:57,Line damage,Atiku,2020-12-31 21:25:27,Completed,Closed
236,AXA-20201231-1337-WLESS,CH01,Transnational,NGS016,2020-12-31 17:04:14,2020-12-31 17:08:43,2020-12-31 21:51:46,Line damage,Kingsley,2020-12-31 22:34:36,Completed,Closed
237,AXA-20201229-1338-WLESS,CH01,Transnational,NGS028,2020-12-29 20:25:03,2020-12-29 20:26:20,2020-12-30 01:35:46,Customers End,Kachi,2020-12-30 06:38:28,Completed,Closed
238,AXA-20201231-1339-WLESS,CH01,Transnational,NGS025,2020-12-31 04:28:06,2020-12-31 04:34:20,2020-12-31 07:11:39,Customers End,Myers,2020-12-31 14:36:49,Completed,Closed
239,AXA-20201229-1340-WLESS,CH01,Transnational,NGS025,2020-12-29 22:43:05,2020-12-29 22:50:50,2020-12-30 03:29:16,Customers End,Kachi,2020-12-30 06:06:38,Completed,Closed
241,AXA-20201230-1342-CBS,CH01,Transnational,NGS026,2020-12-30 15:19:07,2020-12-30 15:19:32,2020-12-30 20:02:34,Customers End,Habeeb,2020-12-31 19:56:45,Completed,Closed
242,AXA-20201229-1343-WLESS,CH01,Transnational,NGS022,2020-12-29 17:58:07,2020-12-29 18:05:27,2020-12-29 19:13:44,Customers End,Tunde,2020-12-30 13:22:24,Completed,Closed
243,AXA-20201230-1344-WLESS,CH01,Transnational,NGS022,2020-12-30 11:46:03,2020-12-30 11:52:31,2020-12-30 15:18:04,Support network failures,Tunde,2020-12-30 13:00:17,Completed,Closed
244,AXA-20201230-1345-WLESS,CH01,Transnational,NGS022,2020-12-30 10:16:03,2020-12-30 10:17:48,2020-12-30 15:55:27,Customers End,Sekina,2020-12-30 11:58:18,Completed,Closed
245,AXA-20201230-1346-WLESS,CH04,Transnational,NGS022,2020-12-30 10:10:36,2020-12-30 10:21:17,2020-12-30 13:55:42,Support network failures,Sekina,2020-12-30 12:05:07,Completed,Closed
246,AXA-20201230-1347-WLESS,CH06,Transnational,NGS019,2020-12-30 16:51:39,2020-12-30 16:57:50,2020-12-30 20:39:26,Support network failures,John,2020-12-30 23:49:43,Completed,Closed
247,AXA-20201229-1348-WLESS,CH02,Transnational,NGS001,2020-12-29 19:13:24,2020-12-29 19:13:55,2020-12-29 23:30:09,hardware failure,Bola,2020-12-30 13:15:17,Completed,Closed
248,AXA-20201230-1349-WLESS,CH04,Transnational,NGS034,2020-12-30 16:05:15,2020-12-30 16:11:37,2020-12-30 19:46:53,Customers End,Sherifat,2020-12-30 23:50:08,Completed,Closed
249,AXA-20201229-1350-WLESS,CH02,Transnational,NGS034,2020-12-29 14:31:22,2020-12-29 14:40:55,2020-12-29 20:26:37,Line damage,Jennifer,2020-12-30 06:17:26,Completed,Closed
250,AXA-20201231-1351-WLESS,CH01,Transnational,NGS027,2020-12-31 14:37:03,2020-12-31 14:38:35,2020-12-31 18:19:59,Line damage,Habeeb,2020-12-31 22:37:27,Completed,Closed
251,AXA-20201231-1352-WLESS,CH01,Transnational,NGS009,2020-12-31 23:04:08,2020-12-31 23:09:50,2021-01-01 03:18:14,Line damage,Kingsley,2021-01-01 06:23:56,Completed,Closed
252,AXA-20201231-1353-WLESS,CH01,Transnational,NGS009,2020-12-31 18:52:03,2020-12-31 18:54:19,2020-12-31 22:00:21,Line damage,Brenda,2021-01-01 06:26:03,Completed,Closed
253,AXA-20201231-1354-WLESS,CH01,Transnational,NGS033,2020-12-31 09:49:07,2020-12-31 09:57:39,2020-12-31 14:22:42,Support network failures,Sherifat,2020-12-31 15:59:24,Completed,Closed
254,AXA-20201231-1355-WLESS,CH01,Transnational,NGS033,2020-12-31 01:01:04,2020-12-31 01:04:15,2020-12-31 06:47:03,Line damage,Bola,2020-12-31 21:23:14,Completed,Closed
256,AXA-20201231-1357-WLESS,CH01,Transnational,NGS032,2020-12-31 07:31:04,2020-12-31 07:35:28,2020-12-31 13:19:43,Customers End,John,2020-12-31 21:57:03,Completed,Closed
257,AXA-20201230-1358-WLESS,CH01,Transnational,NGS032,2020-12-30 17:43:04,2020-12-30 17:49:23,2020-12-30 20:49:59,Customers End,Goodluck,2020-12-31 07:58:41,Completed,Closed
258,AXA-20201229-1359-WLESS,CH01,Transnational,NGS032,2020-12-29 20:13:14,2020-12-29 20:14:42,2020-12-29 20:37:59,Customers End,Sheg,2020-12-30 13:11:27,Completed,Closed
259,AXA-20201230-1360-WLESS,CH01,Transnational,NGS026,2020-12-30 22:43:03,2020-12-30 22:51:11,2020-12-31 01:09:49,Customers End,Sekina,2020-12-31 21:20:48,Completed,Closed
260,AXA-20201231-1361-WLESS,CH01,Transnational,NGS001,2020-12-31 17:19:10,2020-12-31 17:27:56,2020-12-31 22:42:13,Routine Service,Tunde,2021-01-02 06:37:02,Completed,Closed
261,AXA-20201231-1362-WLESS,CH01,Transnational,NGS001,2020-12-31 15:01:06,2020-12-31 15:06:53,2020-12-31 15:13:34,Customers End,Sola,2021-01-01 13:23:14,Completed,Closed
262,AXA-20201230-1363-WLESS,CH01,Transnational,NGS001,2020-12-30 18:19:04,2020-12-30 18:26:10,2020-12-30 20:06:36,Routine Service,Fola,2020-12-31 20:08:05,Completed,Closed
263,AXA-20201229-1364-WLESS,CH01,Transnational,NGS001,2020-12-29 18:16:04,2020-12-29 18:18:11,2020-12-29 20:53:46,Customers End,Sherifat,2020-12-30 13:20:19,Completed,Closed
264,AXA-20201230-1365-WLESS,CH04,Transnational,NGS004,2020-12-30 16:41:16,2020-12-30 16:50:58,2020-12-30 19:58:30,Customers End,Sherifat,2020-12-31 20:00:37,Completed,Closed
265,AXA-20201231-1366-WLESS,CH04,Transnational,NGS001,2020-12-31 18:38:11,2020-12-31 18:48:43,2020-12-31 19:23:50,Customers End,Akin,2021-01-02 06:27:48,Completed,Closed
266,AXA-20201230-1367-WLESS,CH01,Transnational,NGS002,2020-12-30 05:34:04,2020-12-30 05:38:46,2020-12-30 08:51:32,Customers End,John,2020-12-30 13:01:48,Completed,Closed
267,AXA-20201230-1368-WLESS,CH01,Transnational,NGS019,2020-12-30 18:22:18,2020-12-30 18:25:52,2020-12-30 22:37:26,Line damage,Myers,2020-12-31 07:57:38,Completed,Closed
268,AXA-20201231-1369-WLESS,CH01,Transnational,NGS033,2020-12-31 19:13:04,2020-12-31 19:16:21,2020-12-31 23:19:32,Routine Service,Jonathan,2021-01-01 13:15:35,Completed,Closed
269,AXA-20201230-1370-WLESS,CH01,Transnational,NGS033,2020-12-30 19:01:03,2020-12-30 19:01:32,2020-12-30 21:36:52,Routine Service,Myers,2020-12-31 07:57:10,Completed,Closed
270,AXA-20201229-1371-WLESS,CH01,Transnational,NGS033,2020-12-29 21:22:05,2020-12-29 21:29:34,2020-12-29 22:34:41,Customers End,Atiku,2020-12-30 13:07:36,Completed,Closed
271,AXA-20201230-1372-WLESS,CH01,Transnational,NGS022,2020-12-30 03:40:04,2020-12-30 03:40:19,2020-12-30 06:04:24,Line damage,Sherifat,2020-12-30 12:53:20,Completed,Closed
272,AXA-20201229-1373-WLESS,CH01,Transnational,NGS022,2020-12-29 13:28:10,2020-12-29 13:33:37,2020-12-29 13:43:01,Line damage,Brenda,2020-12-29 16:49:34,Completed,Closed
273,AXA-20201231-1374-WLESS,CH01,Transnational,NGS025,2020-12-31 12:10:04,2020-12-31 12:18:50,2020-12-31 16:55:19,Support network failures,Habeeb,2020-12-31 22:41:06,Completed,Closed
274,AXA-20201231-1375-WLESS,CH01,Transnational,NGS025,2020-12-31 04:52:13,2020-12-31 05:01:41,2020-12-31 06:24:48,Line damage,Tunde,2020-12-31 21:47:15,Completed,Closed
275,AXA-20201231-1376-WLESS,CH01,Transnational,NGS025,2020-12-31 03:37:32,2020-12-31 03:45:14,2020-12-31 04:47:02,Line damage,Kingsley,2020-12-31 17:19:47,Completed,Closed
276,AXA-20201231-1377-WLESS,CH01,Transnational,NGS025,2020-12-31 01:34:17,2020-12-31 01:43:46,2020-12-31 03:44:48,Line damage,Brenda,2020-12-31 09:49:43,Completed,Closed
277,AXA-20201230-1378-WLESS,CH06,Transnational,NGS025,2020-12-30 08:51:31,2020-12-30 08:54:08,2020-12-30 14:39:26,hardware failure,Atiku,2020-12-30 13:08:17,Completed,Closed
278,AXA-20201230-1379-WLESS,CH04,Transnational,NGS015,2020-12-30 18:09:15,2020-12-30 18:15:30,2020-12-30 22:41:39,Customers End,Habeeb,2020-12-31 22:46:36,Completed,Closed
280,AXA-20201231-1381-WLESS,CH01,Transnational,NGS008,2020-12-31 19:55:03,2020-12-31 20:01:35,2020-12-31 21:39:17,Customers End,Akin,2021-01-02 06:14:24,Completed,Closed
281,AXA-20201231-1382-WLESS,CH01,Transnational,NGS026,2020-12-31 23:49:04,2020-12-31 23:59:16,2021-01-01 01:09:40,Customers End,Kola,2021-01-01 13:02:17,Completed,Closed
282,AXA-20201229-1383-CBS,CH05,Union,NGS027,2020-12-29 14:39:00,2020-12-29 14:42:30,2020-12-29 18:20:36,Customers End,Atiku,2020-12-30 13:38:16,Completed,Closed
283,AXA-20201229-1384-CBS,CH05,Union,NGS005,2020-12-29 14:28:18,2020-12-29 14:32:50,2020-12-29 17:07:57,hardware failure,Jonathan,2020-12-29 15:09:49,Completed,Closed
284,AXA-20201229-1385-CBS,CH05,Union,NGS019,2020-12-29 14:35:14,2020-12-29 14:43:21,2020-12-29 17:15:03,Customers End,Sekina,2020-12-30 13:26:49,Completed,Closed
285,AXA-20201229-1386-CBS,CH05,Union,NGS002,2020-12-29 14:32:49,2020-12-29 14:34:22,2020-12-29 14:39:37,Line damage,Brenda,2020-12-30 06:18:46,Completed,Closed
286,AXA-20201229-1387-CBS,CH05,Union,NGS019,2020-12-29 15:44:10,2020-12-29 15:49:19,2020-12-29 18:33:32,Customers End,Sherifat,2020-12-30 13:35:56,Completed,Closed
287,AXA-20201229-1388-CBS,CH05,Union,NGS006,2020-12-29 13:16:10,2020-12-29 13:18:15,2020-12-29 17:45:00,Customers End,Kingsley,2020-12-30 06:30:58,Completed,Closed
288,AXA-20201229-1389-CBS,CH05,Union,NGS004,2020-12-29 14:25:19,2020-12-29 14:34:47,2020-12-29 14:58:59,Customers End,Amelia,2020-12-30 13:26:47,Completed,Closed
289,AXA-20201230-1390-CBS,CH02,Union,NGS014,2020-12-30 20:53:51,2020-12-30 21:02:18,2020-12-31 02:45:35,Customers End,Atiku,2020-12-31 21:15:34,Completed,Closed
290,AXA-20201231-1391-CBS,CH01,Union,NGS025,2020-12-31 03:37:23,2020-12-31 03:38:38,2020-12-31 05:53:44,Line damage,Kingsley,2020-12-31 21:33:19,Completed,Closed
291,AXA-20201231-1392-CBS,CH01,Union,NGS011,2020-12-31 15:25:03,2020-12-31 15:29:26,2020-12-31 16:09:40,Customers End,Sola,2021-01-01 13:23:47,Completed,Closed
292,AXA-20201231-1393-CBS,CH01,Union,NGS011,2020-12-31 10:25:04,2020-12-31 10:29:41,2020-12-31 11:53:12,Customers End,Myers,2020-12-31 15:59:06,Completed,Closed
293,AXA-20201229-1394-CBS,CH05,Union,NGS011,2020-12-29 15:39:02,2020-12-29 15:46:39,2020-12-29 20:24:23,Traffic Spikes,Atiku,2020-12-30 15:37:50,Completed,Closed
294,AXA-20201230-1395-CBS,CH02,Union,NGS032,2020-12-30 20:56:56,2020-12-30 20:57:22,2020-12-30 20:57:33,Customers End,Habeeb,2020-12-31 21:16:44,Completed,Closed
295,AXA-20201229-1396-CBS,CH05,Union,NGS033,2020-12-29 14:45:59,2020-12-29 14:55:13,2020-12-29 15:34:47,Customers End,Kingsley,2020-12-30 06:19:33,Completed,Closed
296,AXA-20201229-1397-CBS,CH05,Union,NGS017,2020-12-29 14:18:26,2020-12-29 14:24:03,2020-12-29 18:51:40,hardware failure,Myers,2020-12-30 06:13:16,Completed,Closed
297,AXA-20201229-1398-CBS,CH01,Union,NGS002,2020-12-29 14:49:37,2020-12-29 14:55:46,2020-12-29 15:35:05,Line damage,Jennifer,2020-12-29 16:54:02,Completed,Closed
298,AXA-20201229-1399-CBS,CH05,Union,NGS001,2020-12-29 14:15:44,2020-12-29 14:16:23,2020-12-29 15:20:41,Line damage,Jennifer,2020-12-30 06:12:13,Completed,Closed
299,AXA-20201229-1400-WLESS,CH01,Union,NGS005,2020-12-29 14:49:40,2020-12-29 14:50:16,2020-12-29 19:25:46,hardware failure,Jennifer,2020-12-30 06:20:56,Completed,Closed
300,AXA-20201231-1401-CBS,CH01,Union,NGS027,2020-12-31 14:37:07,2020-12-31 14:37:20,2020-12-31 17:55:29,Line damage,Habeeb,2020-12-31 22:37:00,Completed,Closed
301,AXA-20201230-1402-WLESS,CH01,Union,NGS012,2020-12-30 13:13:11,2020-12-30 13:14:49,2020-12-30 18:52:04,Line damage,Atiku,2020-12-30 23:55:15,Completed,Closed
302,AXA-20201230-1403-WLESS,CH01,Union,NGS012,2020-12-30 04:28:07,2020-12-30 04:37:14,2020-12-30 10:23:02,Line damage,Segun,2020-12-30 06:42:19,Completed,Closed
303,AXA-20201230-1404-WLESS,CH01,Union,NGS012,2020-12-30 04:07:06,2020-12-30 04:11:43,2020-12-30 08:22:25,Customers End,Sheg,2020-12-30 12:54:44,Completed,Closed
304,AXA-20201229-1405-CBS,CH01,Union,NGS002,2020-12-29 18:46:05,2020-12-29 18:54:16,2020-12-29 23:24:48,Line damage,Paul,2020-12-30 06:26:28,Completed,Closed
305,AXA-20201231-1406-WLESS,CH01,Union,NGS009,2020-12-31 23:04:28,2020-12-31 23:05:58,2021-01-01 03:45:01,Line damage,Myers,2021-01-01 06:23:45,Completed,Closed
306,AXA-20201231-1407-WLESS,CH01,Union,NGS009,2020-12-31 20:49:09,2020-12-31 20:49:53,2020-12-31 21:15:25,Line damage,Bukky,2021-01-02 06:33:02,Completed,Closed
307,AXA-20201231-1408-WLESS,CH01,Union,NGS009,2020-12-31 18:52:23,2020-12-31 18:54:58,2020-12-31 21:56:38,Line damage,Jonathan,2021-01-01 06:18:53,Completed,Closed
